"","X.1","X","Date","Date_Month","Date_Year","Name_Orig","Survey_ID","Obs","Data","Time","Tide","Notes_Survey","X..dead.inv","X..dead.plant","X.rock.sand","Distance_m","Degrees","Name_Closest","Name_General","Zonation","Site","Exposure","Quad_Type","Ahnfeltiopsis.linearis","Alaria.marginata","Anthopleura.elegantissima","Anthopleura.xanthogrammica","Aplidium.californicum","Aplysilla.glacialis","Archidistoma.ritteri","Balanus.spp.","blue.green.algae","Bornetia.californica","Bossiella.plumosa","Bossiella.schmittii.","Bryopsis.corticulans","bryozoan","Calliarthron.tuberculosum","Callithamnion.pikeanum","Callophyllis.sp_","Chondracanthus.canaliculatus","Chondracanthus.spinosus","Cladophora.columbiana","Cladophora.graminea","Cladophora.sp_","Colpomenia.peregrina","Corallina.vancouveriensis.","Corallina.eatoniana.","Corolla.spectabilis..Pteropod.","Crepipatella.lingulata","crustose.coralline.","Cryptopleura.spp","Cyanobacteria","diatom","Didemnum.carnulentum","Dilsea.californica","Egregia.menziesii","Elasmopus.serricatus","Endocladia.muricata","Erythrophyllum.delesseriodes","Farlowia.mollis","Fredericqia.chiton","Gelidium.spp.","Grateloupia.angusta","Grateloupia.cornea","Halichondria.sp_","Haliclona.spp.","Henricia.leviuscula","Higginsia.sp_","Hildenbrandia.spp.","hydrozoans..brown.","Hymenena.flabelligera","Katharina.tunicata","Lacuna.spp.","Leathesia.spp.","Leptasterias.spp.","Lepidochitona.dentiens","Ligia.sp_","Littorina.keenae.","Littorina.planaxis","Littorina.scutulata","Littorina.sitkana","Lottia.digitalis","Lottia.gigantea","Lottia.scabra","Lottia.pelta","Lottia.sp_","Lottia.strigatella","Maripelta.rotata","Mastocarpus.jardinii","Mastocarpus.papillatus","Mastocarpus.sp_","Mazzaella.affinis","Mazzaella.californica","Mazzaella.flaccida","Mazzaella.parksii","Mazzaella.oregona","Mazzaella.splendens","Microcladia.borealis","Microcladia.coulteri","Mopalia.ciliata","Mopalia.muscosa","Musculus.pygmaeus","Myriogramme.variegata","Mytilus.californianus.","Nemertea..Phylum.worm.","Neogastroclonium.subarticulatum","Neoptilota.hypnoides","Neorhodomela.larix","Nienburgia.sp_","Notoacmea.insessa","Notoacmea.persona","Nucella.canaliculata","Nucella.emarginata","Nucella.sp_","Nuttallina.californica","Odonthalia.floccosa","Ophlitaspongia.pennata","Opuntiella.californica","Osmundea.spectabilis","Pachygrapsus.crassipes","Pagurus.sp_","Petrocelis.phase.","Petrospongium.rugosum","Peyssonnelia.sp_","Phragmatopoma.californica","Phyllochaetopterus.prolifica","Phyllospadix.scouleri","Pisaster.ochraceus","Plocamium.spp.","Pollicipes.polymerus","Polyneura.latissima","Polysiphonia.hendryi","Polysiphonia.pacifica","Polysiphonia.savatieri","Polysiphonia.sp_","Porcellio.americanus","Porphyra.spp.","Porifera.spp.","Prasiola.sp_","Prionitis.lanceolata","Prionitis.sternbergii","Prionitis.sp.","Pterocladiella.caloglossoides","Pterocladia.capillacea","Pugettia.producta","Pugettia.sp_","Rhodymenia.californica","Rhodymenia.pacifica","Rhodymenia.sp_","Scytosiphon.lomentaria","Semibalanus.cariosus","Semibalanus.sp_","Serpula.sp_","Spirorbis.borealis","Strongylocentrotus.droebachiensis","Strongylocentrotus.franciscanus","Strongylocentrotus.purpuratus","Tegula.brunnea","Tegula.funebralis","Tethya.aurantium","Tetraclita.rubescens","Thelepus.crispus","Tonicella.lineata","Trimusculus.reticulatus","tropical.green","tunicate","Ulothrix.flacca","Ulva.spp.","Weeksia.reticulata","YYYY","MM","SEFI_SST_mean","SEFI_SST_anomalies","SEFI_SST_mean.1","SEFI_SST_anom.1","SEFI_SST_mean.2","SEFI_SST_anom.2","SEFI_SST_mean.3","SEFI_SST_anom.3","SEFI_SSS_mean","SEFI_SSS_anomalies","SEFI_SSS_mean.1","SEFI_SSS_anom.1","SEFI_SSS_mean.2","SEFI_SSS_anom.2","SEFI_SSS_mean.3","SEFI_SSS_anom.3","BB_alongshore.winds_mean","BB_alongshore.winds_anomalies","BB_alongshore.winds_mean.1","BB_alongshore.winds_anom.1","BB_alongshore.winds_mean.2","BB.alongshore.winds_anom.2","BB_alongshore.winds_mean.3","BB_alongshore.winds_anom.3","BB_wave.height_means","BB_wave.height_anomalies","BB_wave.height_mean.1","BB_wave.height_anom.1","BB_wave.height_mean.2","BB_wave.height_anom.2","BB_wave.height_mean.3","BB.wave.height_anom.3","chl.a_means","chl.a_anomalies","chl.a_mean.1","chl.a_anom.1","chla.a_mean.2","chl.a_anom.2","chla.a_mean.3","chl.a_anom.3","SLH_means","SLH_anomalies","SLH_mean.1","SLH_anom.1","SLH_mean.2","SLH_anom.2","SLH_mean.3","SLH_anom.3","PDO","PDO.1","PDO.2","PDO.3","SOI","SOI.1","SOI.2","SOI.3","NPGO","NPGO.1","NPGO.2","NPGO.3","BEUTI_37","BEUTI_37.1","BEUTI_37.2","BEUTI_37.3","CUTI_37","CUTI_37.1","CUTI_37.2","CUTI_37.3","air_temp_mean","air_temp_anom","air_temp_mean.1","air_temp_mean.2","air_temp_mean.3"
"11",11,11,"8/19/1993",8,1993,"Q16",31,"XX","y",NA,NA,"y",NA,NA,NA,NA,NA,"","Q16","Q16","Low Arch","Semi","Permanent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,26,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,17,0,1993,8,13.85806452,0.659928945,11.97419355,-0.390984877,12.12666667,0.506553042,12.46896552,1.178060034,33.58709677,-0.095383833,33.76233333,-0.000826046,33.39517241,-0.366304569,33.27034483,-0.348646898,-5.22232902,-0.219490505,-6.098920063,-0.757529126,-8.809407253,-1.905682411,-1.525583908,4.993756302,1.791214944,0.186671262,2.364670088,0.623111301,2.223031406,0.190812145,2.274675401,0.171212437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69,2.35,2.34,2.13,-2.4,-1.8,-2.2,-1,-1.5143229,-1.6785552,-1.6821039,-1.0894275,1.427741935,3.492935484,6.657433333,2.224806452,0.485387097,0.435903226,0.8085,0.109354839,15.2,2.2,13.6,14.1,14.2
"12",12,12,"8/19/1993",8,1993,"Q17",29,"XX","y",NA,NA,"y",NA,NA,NA,NA,NA,"","Q17","Q17","Low Arch","Semi","Permanent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1993,8,13.85806452,0.659928945,11.97419355,-0.390984877,12.12666667,0.506553042,12.46896552,1.178060034,33.58709677,-0.095383833,33.76233333,-0.000826046,33.39517241,-0.366304569,33.27034483,-0.348646898,-5.22232902,-0.219490505,-6.098920063,-0.757529126,-8.809407253,-1.905682411,-1.525583908,4.993756302,1.791214944,0.186671262,2.364670088,0.623111301,2.223031406,0.190812145,2.274675401,0.171212437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69,2.35,2.34,2.13,-2.4,-1.8,-2.2,-1,-1.5143229,-1.6785552,-1.6821039,-1.0894275,1.427741935,3.492935484,6.657433333,2.224806452,0.485387097,0.435903226,0.8085,0.109354839,15.2,2.2,13.6,14.1,14.2
"13",13,13,"8/19/1993",8,1993,"Q19",26,"XX","y",NA,NA,"y",NA,NA,NA,NA,NA,"","Q19","Q19","Mussel Flat","Protected","Permanent",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,17,0,1993,8,13.85806452,0.659928945,11.97419355,-0.390984877,12.12666667,0.506553042,12.46896552,1.178060034,33.58709677,-0.095383833,33.76233333,-0.000826046,33.39517241,-0.366304569,33.27034483,-0.348646898,-5.22232902,-0.219490505,-6.098920063,-0.757529126,-8.809407253,-1.905682411,-1.525583908,4.993756302,1.791214944,0.186671262,2.364670088,0.623111301,2.223031406,0.190812145,2.274675401,0.171212437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69,2.35,2.34,2.13,-2.4,-1.8,-2.2,-1,-1.5143229,-1.6785552,-1.6821039,-1.0894275,1.427741935,3.492935484,6.657433333,2.224806452,0.485387097,0.435903226,0.8085,0.109354839,15.2,2.2,13.6,14.1,14.2
"14",14,14,"8/19/1993",8,1993,"Q20",27,"XX","y",NA,NA,"y",NA,NA,NA,NA,NA,"","Q20","Q20","Mussel Flat","Protected","Permanent",0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,1993,8,13.85806452,0.659928945,11.97419355,-0.390984877,12.12666667,0.506553042,12.46896552,1.178060034,33.58709677,-0.095383833,33.76233333,-0.000826046,33.39517241,-0.366304569,33.27034483,-0.348646898,-5.22232902,-0.219490505,-6.098920063,-0.757529126,-8.809407253,-1.905682411,-1.525583908,4.993756302,1.791214944,0.186671262,2.364670088,0.623111301,2.223031406,0.190812145,2.274675401,0.171212437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69,2.35,2.34,2.13,-2.4,-1.8,-2.2,-1,-1.5143229,-1.6785552,-1.6821039,-1.0894275,1.427741935,3.492935484,6.657433333,2.224806452,0.485387097,0.435903226,0.8085,0.109354839,15.2,2.2,13.6,14.1,14.2
"15",15,15,"8/19/1993",8,1993,"Q22",27,"XX","y",NA,NA,"y",NA,NA,NA,NA,NA,"","Q22","Q22","Mussel Flat","Protected","Permanent",0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1993,8,13.85806452,0.659928945,11.97419355,-0.390984877,12.12666667,0.506553042,12.46896552,1.178060034,33.58709677,-0.095383833,33.76233333,-0.000826046,33.39517241,-0.366304569,33.27034483,-0.348646898,-5.22232902,-0.219490505,-6.098920063,-0.757529126,-8.809407253,-1.905682411,-1.525583908,4.993756302,1.791214944,0.186671262,2.364670088,0.623111301,2.223031406,0.190812145,2.274675401,0.171212437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69,2.35,2.34,2.13,-2.4,-1.8,-2.2,-1,-1.5143229,-1.6785552,-1.6821039,-1.0894275,1.427741935,3.492935484,6.657433333,2.224806452,0.485387097,0.435903226,0.8085,0.109354839,15.2,2.2,13.6,14.1,14.2
"16",16,16,"8/20/1993",8,1993,"BLOW_LO",4,"XX","y",NA,NA,"y",NA,NA,NA,1.79,182,"Q2","BLOW","BLOW","Blowhole Peninsula","Unk","Random",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,11,0,1993,8,13.85806452,0.659928945,11.97419355,-0.390984877,12.12666667,0.506553042,12.46896552,1.178060034,33.58709677,-0.095383833,33.76233333,-0.000826046,33.39517241,-0.366304569,33.27034483,-0.348646898,-5.22232902,-0.219490505,-6.098920063,-0.757529126,-8.809407253,-1.905682411,-1.525583908,4.993756302,1.791214944,0.186671262,2.364670088,0.623111301,2.223031406,0.190812145,2.274675401,0.171212437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69,2.35,2.34,2.13,-2.4,-1.8,-2.2,-1,-1.5143229,-1.6785552,-1.6821039,-1.0894275,1.427741935,3.492935484,6.657433333,2.224806452,0.485387097,0.435903226,0.8085,0.109354839,15.2,2.2,13.6,14.1,14.2
"17",17,17,"8/20/1993",8,1993,"BLOW_LO",5,"XX","y",NA,NA,"y",NA,NA,NA,3,256,"Q3","BLOW","BLOW","Blowhole Peninsula","Unk","Random",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,17,9,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17,0,1993,8,13.85806452,0.659928945,11.97419355,-0.390984877,12.12666667,0.506553042,12.46896552,1.178060034,33.58709677,-0.095383833,33.76233333,-0.000826046,33.39517241,-0.366304569,33.27034483,-0.348646898,-5.22232902,-0.219490505,-6.098920063,-0.757529126,-8.809407253,-1.905682411,-1.525583908,4.993756302,1.791214944,0.186671262,2.364670088,0.623111301,2.223031406,0.190812145,2.274675401,0.171212437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69,2.35,2.34,2.13,-2.4,-1.8,-2.2,-1,-1.5143229,-1.6785552,-1.6821039,-1.0894275,1.427741935,3.492935484,6.657433333,2.224806452,0.485387097,0.435903226,0.8085,0.109354839,15.2,2.2,13.6,14.1,14.2
"18",18,18,"8/20/1993",8,1993,"BLOW_MD",28,"XX","y",NA,NA,"y",NA,NA,NA,3.85,87,"Q1","BLOW","BLOW","Blowhole Peninsula","Unk","Random",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,25,0,0,0,17,27,0,0,0,0,50,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,0,1993,8,13.85806452,0.659928945,11.97419355,-0.390984877,12.12666667,0.506553042,12.46896552,1.178060034,33.58709677,-0.095383833,33.76233333,-0.000826046,33.39517241,-0.366304569,33.27034483,-0.348646898,-5.22232902,-0.219490505,-6.098920063,-0.757529126,-8.809407253,-1.905682411,-1.525583908,4.993756302,1.791214944,0.186671262,2.364670088,0.623111301,2.223031406,0.190812145,2.274675401,0.171212437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69,2.35,2.34,2.13,-2.4,-1.8,-2.2,-1,-1.5143229,-1.6785552,-1.6821039,-1.0894275,1.427741935,3.492935484,6.657433333,2.224806452,0.485387097,0.435903226,0.8085,0.109354839,15.2,2.2,13.6,14.1,14.2
"19",19,19,"8/20/1993",8,1993,"Q1",26,"XX","y",NA,NA,"y",NA,NA,0,NA,NA,"","Q1","Q1","Blowhole Peninsula","Semi","Permanent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,27,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1993,8,13.85806452,0.659928945,11.97419355,-0.390984877,12.12666667,0.506553042,12.46896552,1.178060034,33.58709677,-0.095383833,33.76233333,-0.000826046,33.39517241,-0.366304569,33.27034483,-0.348646898,-5.22232902,-0.219490505,-6.098920063,-0.757529126,-8.809407253,-1.905682411,-1.525583908,4.993756302,1.791214944,0.186671262,2.364670088,0.623111301,2.223031406,0.190812145,2.274675401,0.171212437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69,2.35,2.34,2.13,-2.4,-1.8,-2.2,-1,-1.5143229,-1.6785552,-1.6821039,-1.0894275,1.427741935,3.492935484,6.657433333,2.224806452,0.485387097,0.435903226,0.8085,0.109354839,15.2,2.2,13.6,14.1,14.2
"20",20,20,"8/20/1993",8,1993,"Q2",27,"XX","y",NA,NA,"y",NA,NA,NA,NA,NA,"","Q2","Q2","Blowhole Peninsula","Semi","Permanent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,1993,8,13.85806452,0.659928945,11.97419355,-0.390984877,12.12666667,0.506553042,12.46896552,1.178060034,33.58709677,-0.095383833,33.76233333,-0.000826046,33.39517241,-0.366304569,33.27034483,-0.348646898,-5.22232902,-0.219490505,-6.098920063,-0.757529126,-8.809407253,-1.905682411,-1.525583908,4.993756302,1.791214944,0.186671262,2.364670088,0.623111301,2.223031406,0.190812145,2.274675401,0.171212437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69,2.35,2.34,2.13,-2.4,-1.8,-2.2,-1,-1.5143229,-1.6785552,-1.6821039,-1.0894275,1.427741935,3.492935484,6.657433333,2.224806452,0.485387097,0.435903226,0.8085,0.109354839,15.2,2.2,13.6,14.1,14.2
"21",21,21,"8/20/1993",8,1993,"Q3",27,"XX","y",NA,NA,"y",NA,NA,NA,NA,NA,"","Q3","Q3","Blowhole Peninsula","Full","Permanent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,41,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1993,8,13.85806452,0.659928945,11.97419355,-0.390984877,12.12666667,0.506553042,12.46896552,1.178060034,33.58709677,-0.095383833,33.76233333,-0.000826046,33.39517241,-0.366304569,33.27034483,-0.348646898,-5.22232902,-0.219490505,-6.098920063,-0.757529126,-8.809407253,-1.905682411,-1.525583908,4.993756302,1.791214944,0.186671262,2.364670088,0.623111301,2.223031406,0.190812145,2.274675401,0.171212437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69,2.35,2.34,2.13,-2.4,-1.8,-2.2,-1,-1.5143229,-1.6785552,-1.6821039,-1.0894275,1.427741935,3.492935484,6.657433333,2.224806452,0.485387097,0.435903226,0.8085,0.109354839,15.2,2.2,13.6,14.1,14.2
"22",22,22,"2/22/1994",2,1994,"BLOW_LO",3,"XX","y",NA,NA,"y",NA,NA,NA,2.31,260,"Q3","BLOW","BLOW","Blowhole Peninsula","Unk","Random",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,16,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1994,2,12.79565217,0.823202822,12.88275862,0.908168835,12.98235294,0.648603062,14.175,1.142727934,33.27434783,0.406851486,33.45448276,0.54436671,33.4,0.064816522,33.41083333,-0.013621201,-1.109616677,0.719507942,0.273909443,0.689398195,1.06992818,1.901138844,-1.571280357,0.892759388,2.470818629,-0.141390045,2.350565791,-0.267465601,3.068863955,0.404055481,2.123393171,-0.257314395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,1.21,1.07,1.24,-0.1,-0.5,0.1,-0.3,-1.9786652,-1.8540143,-2.0005526,-2.9986692,0.464178571,0.146580645,-0.391580645,0.4851,0.063392857,0.023483871,-0.031096774,0.322933333,11.5,-1.6,12.5,11.9,13.7
"23",23,23,"2/22/1994",2,1994,"BLOW_MD",26,"XX","y",NA,NA,"y",NA,NA,1,2.4,25,"Q2","BLOW","BLOW","Blowhole Peninsula","Unk","Random",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1994,2,12.79565217,0.823202822,12.88275862,0.908168835,12.98235294,0.648603062,14.175,1.142727934,33.27434783,0.406851486,33.45448276,0.54436671,33.4,0.064816522,33.41083333,-0.013621201,-1.109616677,0.719507942,0.273909443,0.689398195,1.06992818,1.901138844,-1.571280357,0.892759388,2.470818629,-0.141390045,2.350565791,-0.267465601,3.068863955,0.404055481,2.123393171,-0.257314395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,1.21,1.07,1.24,-0.1,-0.5,0.1,-0.3,-1.9786652,-1.8540143,-2.0005526,-2.9986692,0.464178571,0.146580645,-0.391580645,0.4851,0.063392857,0.023483871,-0.031096774,0.322933333,11.5,-1.6,12.5,11.9,13.7
"24",24,24,"2/22/1994",2,1994,"BLOW_MD",27,"XX","y",NA,NA,"y",NA,NA,3,3.66,255,"Q1","BLOW","BLOW","Blowhole Peninsula","Unk","Random",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1994,2,12.79565217,0.823202822,12.88275862,0.908168835,12.98235294,0.648603062,14.175,1.142727934,33.27434783,0.406851486,33.45448276,0.54436671,33.4,0.064816522,33.41083333,-0.013621201,-1.109616677,0.719507942,0.273909443,0.689398195,1.06992818,1.901138844,-1.571280357,0.892759388,2.470818629,-0.141390045,2.350565791,-0.267465601,3.068863955,0.404055481,2.123393171,-0.257314395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,1.21,1.07,1.24,-0.1,-0.5,0.1,-0.3,-1.9786652,-1.8540143,-2.0005526,-2.9986692,0.464178571,0.146580645,-0.391580645,0.4851,0.063392857,0.023483871,-0.031096774,0.322933333,11.5,-1.6,12.5,11.9,13.7
